Pop,Year,Spawners,nFish,p3M,p4M,p5M,p6M,p7M,p3F,p4F,p5F,p6F,p7F,p8F,A3F R BY,A4F R BY,A5F R BY,A6F R BY,A7F R BY,A3 R BY,A4 R BY,A5 R BY,A6 R BY,A7 R BY,p6 BY,Return,R.S,,,,,,
UU,1977,4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1978,5342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1979,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1980,4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1981,3531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1982,6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1983,5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1984,8873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1985,5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1986,10269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1987,9530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1988,8433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1989,5550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1990,2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU,1991,3164,,,,,,,,,,,,,,,,142.65,13.19,,,,285.30,26.38,,,,,,,,,
UU,1992,4231,,,,,,,,,,,,,,,713.26,748.44,18.00,,,1141.21,1111.12,18.00,,,,,,,,,
UU,1993,5158,,,,,,,,,,,,,,71.33,639.63,1512.00,27.40,,1069.88,1556.22,1962.00,54.80,,,,,,,,,
UU,1994,3434,,,,,,,,,,,,,,3.30,1044.00,2548.04,98.36,570.60,2126.62,2088.00,3945.35,98.36,0.69,"8,829",2.57,,,,,,
UU,1995,3729,37,0.22,0.05,0.16,0.27,0.00,0.00,0.00,0.00,0.30,0.00,,,0.00,835.65,3442.54,178.81,1727.67,3150.00,3054.91,4163.83,357.61,0.77,"12,454",3.34,,,,,,
UU,1996,5637,154,0.03,0.13,0.30,0.23,0.00,0.00,0.01,0.22,0.08,0.00,,,0.00,1639.30,3129.12,53.81,1602.00,3671.37,3934.33,3665.54,75.34,0.65,"12,949",2.30,,,,,,
UU,1997,2970,86,0.16,0.33,0.14,0.05,0.00,0.02,0.02,0.23,0.05,0.00,,,0.00,536.42,527.35,0.00,520.57,2557.31,1609.26,1043.93,58.28,0.50,"5,789",1.95,,,,,,
UU,1998,4132,1986,0.26,0.32,0.14,0.06,0.00,0.00,0.00,0.10,0.11,0.00,,,0.00,1280.70,2098.15,92.71,2885.17,4112.55,4681.56,2884.95,92.71,0.60,"14,657",3.55,,,,,,
UU,1999,3914,980,0.18,0.36,0.12,0.05,0.00,0.00,0.00,0.12,0.17,0.00,,,10.76,947.08,2235.41,208.28,894.03,2055.58,2957.80,3883.65,267.79,0.66,"10,059",2.57,,,,,,
UU,2000,5872,821,0.05,0.33,0.20,0.12,0.00,0.00,0.00,0.07,0.23,0.00,,,0.00,648.99,3600.33,0.00,516.59,2680.96,3842.44,5385.62,0.00,0.85,"12,426",2.12,,,,,,
UU,2001,10541,416,0.21,0.19,0.17,0.05,0.00,0.00,0.00,0.12,0.25,0.01,,,0.00,1130.68,978.72,0.00,0.00,1256.78,3451.56,1669.58,0.00,0.46,"6,378",0.61,,,,,,
UU,2002,6988,119,0.08,0.39,0.10,0.05,0.02,0.00,0.00,0.05,0.29,0.02,,,29.75,2849.81,1166.33,0.00,185.43,1041.42,6649.55,2099.39,0.00,0.29,"9,976",1.43,,,,,,
UU,2003,5546,778,0.06,0.24,0.41,0.06,0.00,0.00,0.00,0.15,0.06,0.01,,,115.14,576.30,279.13,,654.61,1093.87,2085.67,444.54,,,"4,279",0.77,,,,,,
UU,2004,3963,589,0.00,0.31,0.23,0.09,0.01,0.00,0.00,0.11,0.24,0.00,,,137.22,485.89,,,0.00,1234.94,1416.33,,,,,,,,,,,
UU,2005,4742,899,0.02,0.14,0.34,0.18,0.00,0.00,0.00,0.07,0.24,0.01,,,796.04,,,,0.00,4559.13,,,,,,,,,,,,
UU,2006,5645,363,0.06,0.09,0.21,0.17,0.01,0.00,0.00,0.10,0.33,0.02,,,,,,,0.00,,,,,,,,,,,,,
UU,2007,5668,327,0.00,0.10,0.40,0.07,0.00,0.00,0.01,0.30,0.10,0.00,,,,,,,,,,,,,,,,,,,,
UU,2008,3104,395,0.00,0.20,0.28,0.17,0.00,0.00,0.03,0.11,0.22,0.00,,,,,,,,,,,,,,,,,,,,
UU,2009,3157,621,0.00,0.59,0.14,0.03,0.00,0.00,0.12,0.08,0.04,0.00,,,,,,,,,,,,,,,,,,,,
UU,2010,4854,492,0.01,0.23,0.37,0.03,0.00,0.00,0.02,0.29,0.04,0.00,,,,,,,,,,,,,,,,,,,,
UU,2011,3272,550,0.02,0.27,0.41,0.04,0.00,0.00,0.04,0.19,0.03,0.00,,,,,,,,,,,,,,,,,,,,
UU,2012,,449,0.04,0.49,0.11,0.07,0.00,0.00,0.10,0.11,0.06,0.00,,,,,,,,,,,,,,,,,,,,
UU,2013,,383,0.06,0.31,0.23,0.08,0.00,0.00,0.01,0.24,0.05,0.00,,,,,,,,,,,,,,,,,,,,
SK,1975,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1976,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1977,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1979,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1980,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1981,,701,0.00,0.02,0.07,0.28,0.00,0.00,0.00,0.13,0.49,0.00,0.00,,,,,,,,,,,,,,,,,,,
SK,1982,,578,0.01,0.03,0.09,0.34,0.01,0.00,0.00,0.08,0.42,0.02,0.00,,,,,,,,,,,,,,,,,,,
SK,1983,,231,0.08,0.21,0.16,0.13,0.01,0.00,0.05,0.18,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,,
SK,1984,,56,0.14,0.39,0.09,0.14,0.00,0.02,0.07,0.05,0.09,0.00,0.00,,,,,,,,,,,,,,,,,,,
SK,1985,,20,0.10,0.60,0.05,0.05,0.00,0.00,0.00,0.10,0.10,0.00,0.00,,,,,,,,,,,,,,,,,,,
SK,1986,,360,0.01,0.08,0.12,0.23,0.00,0.00,0.00,0.18,0.38,0.01,0.00,,,,,,,,,,,,,,,,,,,
SK,1987,,375,0.01,0.04,0.17,0.27,0.01,0.00,0.00,0.08,0.41,0.01,0.00,,,,,,,,,,,,,,,,,,,
SK,1988,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1989,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1990,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1991,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1992,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1993,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1994,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,1995,,124,0.00,0.21,0.14,0.17,0.02,0.00,0.00,0.11,0.32,0.02,0.00,,,,,188.87,,,,,251.83,,,,,,,,,
SK,1996,28787,663,0.00,0.03,0.34,0.13,0.01,0.00,0.00,0.31,0.17,0.01,0.00,,,,25938.40,160.37,,,,36011.57,400.91,,,,,,,,,
SK,1997,26808,1496,0.01,0.03,0.15,0.25,0.00,0.00,0.00,0.11,0.46,0.00,0.00,,,6610.51,10370.32,126.17,,,11458.23,15796.03,283.87,0.61,"27,538",1.03,,,,,,
SK,1998,25779,182,0.00,0.04,0.11,0.24,0.01,0.00,0.00,0.16,0.43,0.01,0.00,,1762.80,16945.32,14603.77,232.39,,8058.53,28812.39,21353.68,619.71,0.46,"58,844",2.28,,,,,,
SK,1999,19781,1779,0.04,0.24,0.13,0.16,0.01,0.00,0.01,0.16,0.24,0.02,0.00,0.00,775.10,15928.52,19443.53,434.24,1699.85,8125.20,25012.51,29823.74,578.99,0.55,"65,240",3.30,,,,,,
SK,2000,26056,934,0.00,0.20,0.23,0.08,0.00,0.00,0.02,0.34,0.13,0.00,0.00,0.00,2176.37,34858.91,31265.25,453.68,641.46,15297.69,56626.37,47187.36,567.10,0.47,"120,320",4.62,,,,,,
SK,2001,63129,1549,0.00,0.01,0.30,0.09,0.00,0.00,0.00,0.43,0.17,0.00,0.00,0.00,0.00,5500.37,5103.88,0.00,189.25,697.18,10277.00,9527.24,0.00,0.48,"20,691",0.33,,,,,,
SK,2002,50455,913,0.03,0.11,0.08,0.18,0.00,0.00,0.03,0.12,0.45,0.00,0.00,0.00,723.73,13043.25,11461.02,0.00,0.00,4197.65,23137.59,20438.82,0.00,0.47,"47,774",0.95,,,,,,
SK,2003,47015,2012,0.01,0.14,0.22,0.10,0.00,0.00,0.01,0.32,0.19,0.00,0.00,0.00,0.00,5157.46,4892.67,0.00,0.00,2722.07,10696.95,6921.33,0.00,0.49,"20,340",0.43,,,,,,
SK,2004,48490,1970,0.00,0.21,0.15,0.11,0.00,0.00,0.04,0.26,0.24,0.00,0.00,0.00,0.00,4176.67,4979.97,0.00,0.00,2483.22,7637.33,7368.33,0.00,0.54,"17,489",0.36,,,,,,
SK,2005,39836,1133,0.00,0.01,0.25,0.12,0.00,0.00,0.00,0.40,0.22,0.00,0.00,0.00,0.00,5691.40,2795.76,0.00,0.00,1909.33,9705.87,4585.05,0.00,0.33,"16,200",0.41,,,,,,
SK,2006,24405,430,0.00,0.06,0.08,0.26,0.00,0.00,0.01,0.09,0.50,0.01,0.00,0.00,203.26,5982.93,5457.02,0.00,0.00,2540.80,11406.71,7908.73,0.00,0.48,"21,856",0.90,,,,,,
SK,2007,14559,317,0.00,0.08,0.28,0.12,0.00,0.00,0.00,0.36,0.14,0.01,0.00,0.00,55.92,11863.10,5390.36,0.00,0.00,3802.24,20720.87,7689.20,0.00,0.31,"32,212",2.21,,,,,,
SK,2008,18352,176,0.00,0.07,0.16,0.27,0.00,0.00,0.00,0.15,0.34,0.00,0.00,0.00,0.00,6262.34,6161.25,0.00,0.00,1265.40,10146.57,9355.98,0.00,0.50,"20,768",1.13,,,,,,
SK,2009,12972,138,0.00,0.12,0.21,0.12,0.00,0.00,0.00,0.25,0.30,0.00,0.00,0.00,79.27,10496.95,4742.66,,0.00,3884.23,16201.81,7622.14,,0.31,"27,708",2.14,,,,,,
SK,2010,15148,386,0.00,0.12,0.20,0.12,0.00,0.00,0.01,0.29,0.25,0.00,0.00,0.00,228.19,10162.85,,,0.00,3765.21,15667.72,,,,,,,,,,,
SK,2011,14511,354,0.00,0.19,0.27,0.09,0.00,0.00,0.00,0.30,0.14,0.00,0.00,0.00,0.00,,,,0.00,4065.14,,,,,,,,,,,,
SK,2012,22332,378,0.00,0.04,0.30,0.08,0.00,0.00,0.00,0.40,0.18,0.00,0.00,0.00,,,,,0.00,,,,,,,,,,,,,
SK,2013,16784,274,0.00,0.18,0.18,0.11,0.00,0.00,0.00,0.29,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,
SK,2014,24374,257,0.00,0.12,0.19,0.11,0.00,0.00,0.01,0.36,0.21,0.00,0.00,,,,,,,,,,,,,,,,,,,
SK,2015,21597,323,0.00,0.15,0.20,0.11,0.00,0.00,0.00,0.37,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,
SK,2016,10554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2017,7335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2018,8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2019,13817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2020,9753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC,1974,,,,,,,,,,,,,,,,,,1021.16,,,,,,,,,,,,,,
TC,1975,,,,,,,,,,,,,,,,,35612.84,143.74,,,,,335.39,,,,,,,,,
TC,1976,,,,,,,,,,,,,,,,21061.36,3928.90,0.00,,,,10349.29,0.00,0.16,,,,,,,,
TC,1977,,,,,,,,,,,,,,,127.64,974.24,2615.69,0.00,,,6404.42,4359.49,0.00,0.70,,,,,,,,
TC,1978,,,,,,,,,,,,,,,0.00,2615.69,154.08,0.00,,5717.67,4359.49,462.23,0.00,0.06,,,,,,,,
TC,1979,21611,,,,,,,,,,,,,,2615.69,3543.79,3039.75,57.64,6516.22,170019.94,6009.04,4342.50,172.92,0.33,"187,061",8.66,,,,,,
TC,1980,39229,,,,,,,,,,,,,,462.23,2388.38,2190.30,0.00,33132.09,7549.81,4125.38,5994.51,0.00,0.43,"50,802",1.30,,,,,,
TC,1981,49546,453,,,,,,0.00,0.00,0.36,0.62,0.02,,,1085.63,2536.14,413.32,84.16,11709.92,7165.13,8415.37,2066.62,84.16,0.10,"29,441",0.59,,,,,,
TC,1982,23842,1836,0.22,0.19,0.19,0.22,0.01,0.00,0.00,0.03,0.13,0.00,,,1210.43,1157.31,3001.76,583.18,24318.00,16888.39,2975.94,5807.13,1135.67,0.50,"51,125",2.14,,,,,,
TC,1983,9792,243,0.16,0.79,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.00,,,826.65,1122.15,2915.91,114.08,9625.81,6282.53,3815.32,4941.70,228.15,0.59,"24,894",2.54,,,,,,
TC,1984,20774,167,0.46,0.28,0.10,0.01,0.00,0.00,0.02,0.14,0.01,0.00,,,2384.57,8041.77,10209.77,1352.60,20004.91,24939.82,22713.40,20248.43,1944.37,0.46,"89,851",4.33,,,,,,
TC,1985,35906,184,0.61,0.15,0.04,0.03,0.00,0.00,0.03,0.06,0.08,0.00,,,920.81,5019.33,13695.11,496.96,13858.57,15408.28,19050.63,23924.17,911.10,0.68,"73,153",2.04,,,,,,
TC,1986,38100,713,0.23,0.38,0.14,0.09,0.00,0.00,0.03,0.06,0.05,0.00,,,1140.76,3466.05,14080.64,715.90,2209.95,19050.63,13610.57,23854.25,1352.25,0.73,"60,078",1.58,,,,,,
TC,1987,28928,379,0.64,0.17,0.06,0.05,0.00,0.00,0.03,0.04,0.01,0.00,,,422.69,2319.16,21476.87,265.88,228.15,17161.16,21120.95,37624.30,797.63,0.88,"76,932",2.66,,,,,,
TC,1988,44512,1729,0.28,0.47,0.06,0.06,0.00,0.00,0.05,0.02,0.06,0.00,,,0.00,5965.80,10050.15,106.93,3888.73,15985.66,25374.53,21961.43,285.13,0.62,"67,495",1.52,,,,,,
TC,1989,40329,1512,0.05,0.31,0.32,0.04,0.01,0.00,0.02,0.17,0.06,0.01,,,238.63,6061.99,1906.84,70.13,1905.03,12090.68,20685.22,4366.13,350.63,0.23,"39,398",0.98,,,,,,
TC,1990,52142,1031,0.00,0.30,0.24,0.17,0.00,0.00,0.02,0.09,0.17,0.00,,,239.29,1247.46,2805.00,38.76,1352.25,7205.26,3813.68,5750.25,193.80,0.65,"18,315",0.35,,,,,,
TC,1991,51645,716,0.06,0.28,0.17,0.17,0.01,0.00,0.01,0.06,0.23,0.02,,,1853.38,16409.26,34419.16,320.79,6354.46,29226.32,61359.42,67210.39,513.26,0.65,"164,664",3.19,,,,,,
TC,1992,55889,770,0.03,0.25,0.29,0.15,0.01,0.00,0.00,0.04,0.22,0.01,,,105.19,14225.04,6479.86,49.02,4205.74,21072.58,49264.36,12895.56,49.02,0.31,"87,487",1.57,,,,,,
TC,1993,66125,978,0.02,0.15,0.25,0.21,0.01,0.00,0.00,0.08,0.28,0.01,,,77.52,2213.42,620.91,29.50,1753.13,6511.73,6447.78,1666.66,29.50,0.21,"16,409",0.25,,,,,,
TC,1994,48368,2144,0.11,0.12,0.26,0.21,0.01,0.00,0.00,0.11,0.18,0.00,,,160.39,2369.27,1976.57,0.00,4573.72,9399.01,7957.50,4513.66,200.22,0.44,"26,644",0.55,,,,,,
TC,1995,33805,2351,0.10,0.65,0.06,0.06,0.00,0.00,0.04,0.03,0.05,0.00,,,65.36,7670.28,4755.20,61.43,6287.39,11307.16,18880.68,8359.15,61.43,0.38,"44,896",1.33,,,,,,
TC,1996,79019,2575,0.02,0.23,0.50,0.03,0.00,0.00,0.00,0.18,0.03,0.00,,,147.51,8309.09,5497.87,105.32,1666.66,14662.03,32835.94,11149.31,175.53,0.39,"60,489",0.77,,,,,,
TC,1997,114938,3296,0.04,0.05,0.27,0.26,0.00,0.00,0.00,0.11,0.27,0.00,,,0.00,8200.73,3826.65,112.28,3540.13,12413.59,22390.76,7196.91,168.42,0.32,"45,710",0.40,,,,,,
TC,1998,31039,1108,0.18,0.26,0.12,0.18,0.01,0.00,0.00,0.06,0.18,0.01,,,122.86,5125.60,3424.54,79.89,100.11,18674.33,12287.40,7185.91,79.89,0.39,"38,328",1.23,,,,,,
TC,1999,16786,1386,0.07,0.50,0.25,0.05,0.00,0.00,0.00,0.10,0.03,0.00,,,210.64,8533.27,5192.75,192.96,11917.17,25136.51,34975.19,12222.94,192.96,0.37,"84,445",5.03,,,,,,
TC,2000,34997,1411,0.09,0.35,0.27,0.06,0.00,0.00,0.00,0.18,0.05,0.00,,,364.91,11104.50,8811.88,61.88,210.64,39045.34,40503.47,19103.12,61.88,0.43,"98,924",2.83,,,,,,
TC,2001,46644,1077,0.00,0.23,0.45,0.07,0.00,0.00,0.00,0.15,0.09,0.00,,,319.55,9712.36,1639.72,0.00,5670.14,13740.82,26564.27,3186.63,0.00,0.14,"49,162",1.05,,,,,,
TC,2002,55044,2090,0.19,0.29,0.22,0.09,0.00,0.00,0.00,0.13,0.09,0.00,,,128.64,1670.66,1090.61,,3674.87,10934.45,4516.97,1741.73,,,"20,868",0.38,,,,,,
TC,2003,36435,1282,0.00,0.55,0.16,0.07,0.00,0.00,0.00,0.11,0.09,0.00,,,556.89,5973.96,,,8876.20,10890.22,13917.55,,,,,,,,,,,
TC,2004,75032,3101,0.07,0.44,0.30,0.04,0.00,0.00,0.00,0.10,0.04,0.00,,,260.45,,,,2846.31,13412.93,,,,,,,,,,,,
TC,2005,38725,879,0.05,0.19,0.42,0.10,0.00,0.00,0.00,0.16,0.07,0.00,,,,,,,4264.79,,,,,,,,,,,,,
TC,2006,42296,1021,0.14,0.16,0.26,0.16,0.00,0.00,0.00,0.15,0.13,0.00,,,,,,,,,,,,,,,,,,,,
TC,2007,14854,695,0.13,0.48,0.13,0.07,0.00,0.00,0.03,0.08,0.08,0.00,,,,,,,,,,,,,,,,,,,,
TC,2008,27383,2048,0.13,0.39,0.24,0.02,0.00,0.00,0.01,0.18,0.03,0.00,,,,,,,,,,,,,,,,,,,,
TC,2009,20762,971,0.14,0.38,0.20,0.08,0.00,0.00,0.02,0.12,0.05,0.00,,,,,,,,,,,,,,,,,,,,
TC,2010,29307,251,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.67,0.26,0.01,,,,,,,,,,,,,,,,,,,,
TC,2011,27523,1526,0.08,0.41,0.24,0.04,0.00,0.00,0.01,0.17,0.04,0.00,,,,,,,,,,,,,,,,,,,,
TC,2012,,781,0.10,0.26,0.33,0.06,0.00,0.01,0.07,0.13,0.04,0.00,,,,,,,,,,,,,,,,,,,,
TC,2013,,1199,0.31,0.41,0.11,0.03,0.00,0.00,0.02,0.09,0.03,0.00,,,,,,,,,,,,,,,,,,,,
CT,1982,,,,,,,,,,,,,,,,,,55.37,,,,,221.49,,,,,,,,,
CT,1983,,149,0.07,0.38,0.36,0.07,0.00,0.00,0.00,0.09,0.03,0.00,0.00,,,,636.79,18.64,,,,636.79,18.64,,,,,,,,,
CT,1984,,203,0.00,0.26,0.46,0.15,0.01,0.00,0.00,0.05,0.06,0.00,0.00,,,332.24,372.83,147.50,,,3710.02,372.83,522.94,,,,,,,,,
CT,1985,,131,0.03,0.06,0.61,0.17,0.00,0.00,0.00,0.03,0.10,0.00,0.00,,27.69,335.55,1448.15,6.59,,2962.48,2833.51,1448.15,6.59,0.80,,,,,,,,
CT,1986,,69,0.03,0.29,0.17,0.38,0.00,0.00,0.00,0.03,0.10,0.00,0.00,,0.00,1414.63,1187.03,58.06,609.11,2609.81,4686.39,1187.03,104.51,0.45,"9,197",,,,,,,
CT,1987,,126,0.00,0.10,0.78,0.06,0.00,0.00,0.00,0.03,0.02,0.01,0.00,,120.68,464.92,952.19,14.85,260.98,1863.83,1586.00,952.19,22.28,0.61,"4,685",,,,,,,
CT,1988,,,,,,,,,,,,,,,19.78,766.40,1199.15,123.53,2172.23,540.76,2868.19,1199.15,231.61,0.57,"7,012",,,,,,,
CT,1989,7111,316,0.07,0.34,0.39,0.07,0.02,0.00,0.00,0.04,0.07,0.01,0.00,,5.81,594.01,1544.09,1.67,105.51,1248.30,1833.99,1544.09,11.70,0.72,"4,744",0.67,,,,,,
CT,1990,6233,371,0.04,0.38,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.00,0.00,,11.14,92.65,128.66,4.11,11.61,122.51,478.67,128.66,12.32,0.54,754,0.12,,,,,,
CT,1991,11900,1925,0.17,0.14,0.25,0.17,0.03,0.00,0.01,0.11,0.11,0.01,0.00,,46.32,558.10,2094.53,93.26,311.85,1760.27,1971.73,2094.53,178.05,0.75,"6,316",1.07,,,,,,
CT,1992,3596,1406,0.02,0.11,0.24,0.26,0.00,0.00,0.00,0.10,0.26,0.00,0.00,,1.67,316.23,932.63,0.00,61.76,212.21,1301.89,932.63,52.10,0.75,"2,561",0.49,,,,,,
CT,1993,4723,1057,0.00,0.20,0.34,0.16,0.01,0.00,0.00,0.12,0.16,0.01,0.00,,8.21,279.79,677.28,10.63,30.08,295.70,1263.29,677.28,53.13,0.69,"2,319",0.52,,,,,,
CT,1994,4153,1308,0.06,0.02,0.26,0.28,0.00,0.00,0.00,0.12,0.25,0.00,0.00,,0.00,195.37,340.01,0.00,172.49,356.09,716.35,340.01,5.77,0.64,"1,591",0.23,,,,,,
CT,1995,4527,694,0.01,0.32,0.07,0.24,0.02,0.00,0.01,0.02,0.29,0.02,0.00,,26.05,531.27,395.26,2.21,152.61,1562.94,1434.42,395.26,4.41,0.41,"3,550",0.94,,,,,,
CT,1996,1572,1477,0.01,0.09,0.57,0.05,0.00,0.00,0.00,0.23,0.05,0.00,0.00,,42.50,675.12,240.53,3.60,390.74,1349.42,2637.00,240.53,3.60,0.25,"4,621",0.94,,,,,,
CT,1997,5488,1618,0.03,0.04,0.15,0.42,0.00,0.00,0.00,0.05,0.32,0.00,0.00,,43.28,302.32,735.22,16.52,701.27,908.81,922.41,735.22,33.04,0.67,"3,301",0.41,,,,,,
CT,1998,3283,464,0.04,0.09,0.25,0.27,0.02,0.00,0.00,0.07,0.24,0.02,0.00,,6.62,315.35,539.59,6.04,432.77,178.74,1032.55,539.59,10.07,0.62,"2,194",0.60,,,,,,
CT,1999,3126,367,0.08,0.32,0.11,0.29,0.01,0.00,0.01,0.04,0.14,0.00,0.00,,30.63,674.48,368.57,0.00,141.23,733.42,1808.72,368.57,0.00,0.34,"3,052",1.35,,,,,,
CT,2000,2555,790,0.17,0.31,0.22,0.08,0.01,0.00,0.01,0.13,0.08,0.00,0.00,,22.02,277.94,175.14,,421.67,688.25,914.37,175.14,,0.37,,,,,,,,
CT,2001,3765,1680,0.09,0.18,0.40,0.10,0.00,0.00,0.01,0.14,0.08,0.00,0.00,,12.08,285.01,,,385.42,584.07,785.41,,,,,,,,,,,
CT,2002,1274,1606,0.08,0.10,0.35,0.16,0.00,0.00,0.00,0.17,0.14,0.00,0.00,,2.18,,,,221.54,134.89,,,,,,,,,,,,
CT,2003,2950,2096,0.11,0.19,0.19,0.23,0.00,0.00,0.01,0.08,0.19,0.00,0.00,,,,,,205.60,,,,,,,,,,,,,
CT,2004,3041,1417,0.10,0.17,0.29,0.11,0.00,0.00,0.01,0.17,0.14,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2005,2058,1212,0.09,0.23,0.26,0.14,0.00,0.00,0.00,0.11,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2006,1261,1298,0.14,0.09,0.35,0.08,0.00,0.00,0.00,0.20,0.12,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2007,,939,0.19,0.37,0.19,0.09,0.00,0.00,0.01,0.05,0.10,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2008,,1155,0.17,0.20,0.34,0.08,0.00,0.00,0.01,0.14,0.07,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2009,,1386,0.11,0.21,0.19,0.18,0.00,0.00,0.01,0.09,0.21,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2010,,934,0.18,0.22,0.22,0.12,0.00,0.00,0.00,0.13,0.12,0.01,0.00,,,,,,,,,,,,,,,,,,,
CT,2011,,1574,0.04,0.34,0.30,0.10,0.00,0.00,0.00,0.13,0.10,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2012,,782,0.10,0.11,0.40,0.09,0.00,0.00,0.00,0.24,0.06,0.00,0.00,,,,,,,,,,,,,,,,,,,
CT,2013,,1147,0.28,0.22,0.17,0.14,0.00,0.00,0.00,0.07,0.11,0.00,0.00,,,,,,,,,,,,,,,,,,,
NC,1969,82809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,1970,142080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,1971,88263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,1972,76653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,1973,119850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,1974,235980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,1975,259300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,1976,375010,,,,,,,,,,,,,,,,,21566.65,,,,,35944.42,,,,,,,,,
NC,1977,213740,,,,,,,,,,,,,,,,147372.13,8109.97,,,,301933.15,21749.46,,,,,,,,,
NC,1978,445770,,,,,,,,,,,,,,,71888.85,65248.38,11506.31,,,197694.33,169940.70,34518.94,,,,,,,,,
NC,1979,310560,0,,,,,,,,,,,,,17972.21,46816.63,122734.02,,,25161.10,121280.89,241632.60,,,,,,,,,,
NC,1980,475580,0,,,,,,,,,,,,,2949.08,42189.82,,13023.03,,11427.68,88215.08,,17619.39,,,,,,,,,
NC,1981,423140,0,,,,,,,,,,,,,3835.44,,55922.41,10272.95,,34518.94,,89629.06,15409.43,,,,,,,,,
NC,1982,393210,0,,,,,,,,,,,,,,27578.17,74478.89,4283.64,,,51326.04,107865.98,4283.64,0.70,,,,,,,,
NC,1983,409800,156,0.00,0.01,0.22,0.28,0.03,0.00,0.03,0.13,0.26,0.04,0.00,,5362.42,32102.97,25701.83,1880.88,,16087.27,52648.87,49975.78,2507.84,0.40,,,,,,,,
NC,1984,251710,882,0.00,0.03,0.23,0.32,0.04,0.00,0.01,0.14,0.20,0.02,0.00,,5136.48,54259.41,30094.05,2768.14,3064.24,29534.73,109946.71,56112.87,3321.77,0.33,"201,980",0.80,,,,,,
NC,1985,325250,105,0.00,0.08,0.11,0.30,0.06,0.00,0.01,0.10,0.30,0.03,0.00,,39980.62,25391.86,77507.97,1068.04,0.00,82817.00,62068.98,107403.91,4272.16,0.54,"256,562",0.79,,,,,,
NC,1986,77577,264,,,,,,,,,,,,,14420.07,57023.72,69422.58,7120.89,1427.88,48589.35,120690.99,133504.95,11502.97,0.47,"315,716",4.07,,,,,,
